epoch,io_u,loss,val_io_u,val_loss
0,0.49275174736976624,0.9736299514770508,NA,NA
1,0.49275174736976624,0.973288357257843,NA,NA
2,0.49275174736976624,0.9729431867599487,NA,NA
3,0.49275174736976624,0.9725978970527649,NA,NA
4,0.49275174736976624,0.9722532033920288,NA,NA
5,0.49275174736976624,0.9719088673591614,NA,NA
6,0.49275174736976624,0.9715654850006104,NA,NA
7,0.49275174736976624,0.9712232947349548,NA,NA
8,0.49275174736976624,0.9708824753761292,NA,NA
9,0.49275174736976624,0.9705433249473572,NA,NA
10,0.49275174736976624,0.9702063798904419,NA,NA
11,0.49275174736976624,0.969872236251831,NA,NA
12,0.49275174736976624,0.9695405960083008,NA,NA
13,0.49275174736976624,0.9692118167877197,NA,NA
14,0.49275174736976624,0.9688860177993774,NA,NA
15,0.49275174736976624,0.9685635566711426,NA,NA
16,0.49275174736976624,0.968244194984436,NA,NA
17,0.49275174736976624,0.9679283499717712,NA,NA
18,0.49275174736976624,0.9676158428192139,NA,NA
19,0.49275174736976624,0.9673066139221191,NA,NA
20,0.49275174736976624,0.9670006632804871,NA,NA
21,0.49275174736976624,0.9666985273361206,NA,NA
22,0.49275174736976624,0.9664003849029541,NA,NA
23,0.49275174736976624,0.9661058783531189,NA,NA
24,0.49275174736976624,0.9658151268959045,NA,NA
25,0.49275174736976624,0.9655280709266663,NA,NA
26,0.49275174736976624,0.965244710445404,NA,NA
27,0.49275174736976624,0.9649650454521179,NA,NA
28,0.49275174736976624,0.9646891355514526,NA,NA
29,0.49275174736976624,0.964417040348053,NA,NA
30,0.49275174736976624,0.9641486406326294,NA,NA
31,0.49275174736976624,0.9638841152191162,NA,NA
32,0.49275174736976624,0.9636237025260925,NA,NA
33,0.49275174736976624,0.9633672833442688,NA,NA
34,0.49275174736976624,0.9631149768829346,NA,NA
35,0.49275174736976624,0.9628666043281555,NA,NA
36,0.49275174736976624,0.9626224040985107,NA,NA
37,0.49275174736976624,0.962381899356842,NA,NA
38,0.49275174736976624,0.9621448516845703,NA,NA
39,0.49275174736976624,0.961911678314209,NA,NA
40,0.49275174736976624,0.9616822600364685,NA,NA
41,0.49275174736976624,0.9614564776420593,NA,NA
42,0.49275174736976624,0.9612340331077576,NA,NA
43,0.49275174736976624,0.9610146284103394,NA,NA
44,0.49275174736976624,0.9607985615730286,NA,NA
45,0.49275174736976624,0.9605854749679565,NA,NA
46,0.49275174736976624,0.9603753089904785,NA,NA
47,0.49275174736976624,0.9601680636405945,NA,NA
48,0.49275174736976624,0.9599635601043701,NA,NA
49,0.49275174736976624,0.9597615599632263,NA,NA
50,0.49275174736976624,0.9595617651939392,NA,NA
51,0.49275174736976624,0.9593639373779297,NA,NA
52,0.49275174736976624,0.9591679573059082,NA,NA
53,0.49275174736976624,0.95897376537323,NA,NA
54,0.49275174736976624,0.9587811827659607,NA,NA
55,0.49275174736976624,0.9585899710655212,NA,NA
56,0.49275174736976624,0.9584000110626221,NA,NA
57,0.49275174736976624,0.9582110643386841,NA,NA
58,0.49275174736976624,0.9580228328704834,NA,NA
59,0.49275174736976624,0.9578350186347961,NA,NA
60,0.49275174736976624,0.9576472640037537,NA,NA
61,0.49275174736976624,0.9574592709541321,NA,NA
62,0.49275174736976624,0.9572704434394836,NA,NA
63,0.49275174736976624,0.957080602645874,NA,NA
64,0.49275174736976624,0.9568891525268555,NA,NA
65,0.49275174736976624,0.9566954970359802,NA,NA
66,0.49275174736976624,0.9564989805221558,NA,NA
67,0.49275174736976624,0.9562991857528687,NA,NA
68,0.49275174736976624,0.9560956358909607,NA,NA
69,0.49275174736976624,0.9558882117271423,NA,NA
70,0.49275174736976624,0.9556772708892822,NA,NA
0,0.49486449360847473,0.9754405617713928,NA,NA
1,0.49486449360847473,0.9752958416938782,NA,NA
2,0.49486449360847473,0.9751509428024292,NA,NA
3,0.49486449360847473,0.9750065207481384,NA,NA
4,0.49486449360847473,0.9748626947402954,NA,NA
5,0.49486449360847473,0.974719762802124,NA,NA
6,0.49486449360847473,0.974577784538269,NA,NA
7,0.49486449360847473,0.9744367599487305,NA,NA
8,0.49486449360847473,0.9742967486381531,NA,NA
9,0.49486449360847473,0.9741579294204712,NA,NA
10,0.49486449360847473,0.9740203022956848,NA,NA
11,0.49486449360847473,0.9738839864730835,NA,NA
12,0.49486449360847473,0.9737491011619568,NA,NA
13,0.49486449360847473,0.9736156463623047,NA,NA
14,0.49486449360847473,0.9734835028648376,NA,NA
15,0.49486449360847473,0.9733527302742004,NA,NA
16,0.49486449360847473,0.9732232093811035,NA,NA
17,0.49486449360847473,0.9730947613716125,NA,NA
18,0.49486449360847473,0.9729673266410828,NA,NA
19,0.49486449360847473,0.9728411436080933,NA,NA
20,0.49486449360847473,0.9727160334587097,NA,NA
21,0.49486449360847473,0.9725921154022217,NA,NA
22,0.49486449360847473,0.9724694490432739,NA,NA
23,0.49486449360847473,0.9723480343818665,NA,NA
24,0.49486449360847473,0.9722276329994202,NA,NA
25,0.49486449360847473,0.9721081852912903,NA,NA
26,0.49486449360847473,0.9719898104667664,NA,NA
27,0.49486449360847473,0.9718723893165588,NA,NA
28,0.49486449360847473,0.9717560410499573,NA,NA
29,0.49486449360847473,0.9716407656669617,NA,NA
30,0.49486449360847473,0.9715263843536377,NA,NA
31,0.49486449360847473,0.9714128971099854,NA,NA
32,0.49486449360847473,0.9713003635406494,NA,NA
33,0.49486449360847473,0.9711887836456299,NA,NA
34,0.49486449360847473,0.9710780382156372,NA,NA
35,0.49486449360847473,0.9709681272506714,NA,NA
36,0.49486449360847473,0.9708591103553772,NA,NA
37,0.49486449360847473,0.9707508683204651,NA,NA
38,0.49486449360847473,0.9706432819366455,NA,NA
39,0.49486449360847473,0.9705364108085632,NA,NA
40,0.49486449360847473,0.9704301357269287,NA,NA
41,0.49486449360847473,0.9703245162963867,NA,NA
42,0.49486449360847473,0.9702195525169373,NA,NA
43,0.49486449360847473,0.9701151847839355,NA,NA
44,0.49486449360847473,0.9700114727020264,NA,NA
45,0.49486449360847473,0.9699081778526306,NA,NA
46,0.49486449360847473,0.9698053598403931,NA,NA
47,0.49486449360847473,0.9697030186653137,NA,NA
48,0.49486449360847473,0.9696010947227478,NA,NA
49,0.49486449360847473,0.9694996476173401,NA,NA
50,0.49486449360847473,0.969398558139801,NA,NA
51,0.49486449360847473,0.9692977666854858,NA,NA
52,0.49486449360847473,0.9691972732543945,NA,NA
53,0.49486449360847473,0.9690970182418823,NA,NA
54,0.49486449360847473,0.9689971804618835,NA,NA
55,0.49486449360847473,0.9688977003097534,NA,NA
56,0.49486449360847473,0.9687985777854919,NA,NA
57,0.49486449360847473,0.9686997532844543,NA,NA
58,0.49486449360847473,0.9686012268066406,NA,NA
59,0.49486449360847473,0.9685028791427612,NA,NA
60,0.49486449360847473,0.9684048295021057,NA,NA
61,0.49486449360847473,0.9683069586753845,NA,NA
62,0.49486449360847473,0.9682093262672424,NA,NA
63,0.49486449360847473,0.9681117534637451,NA,NA
64,0.49486449360847473,0.9680142998695374,NA,NA
65,0.49486449360847473,0.9679170846939087,NA,NA
66,0.49486449360847473,0.9678201675415039,NA,NA
67,0.49486449360847473,0.9677234292030334,NA,NA
68,0.49486449360847473,0.9676269292831421,NA,NA
69,0.49486449360847473,0.9675306081771851,NA,NA
70,0.49486449360847473,0.9674344062805176,NA,NA
0,0.4989717900753021,0.9963579177856445,NA,NA
1,0.4989717900753021,0.9963424205780029,NA,NA
2,0.4989717900753021,0.9963268041610718,NA,NA
3,0.4989717900753021,0.996311366558075,NA,NA
4,0.4989717900753021,0.9962960481643677,NA,NA
5,0.4989717900753021,0.9962809085845947,NA,NA
6,0.4989717900753021,0.9962658286094666,NA,NA
7,0.4989717900753021,0.9962509274482727,NA,NA
